,dept,title,url,button,pdf_count,pdf_urls,ext_link_count,ext_links
695,dcd,Services,https://www.cityofchicago.org/content/city/en/depts/dcd/provdrs/ec_dev/svcs.html,False,0,,0,
696,water,Services,https://www.cityofchicago.org/content/city/en/depts/water/provdrs/engineer/svcs.html,False,0,,0,
697,vdrs,Find CDPH Mental Health Services,https://www.cityofchicago.org/city/en/depts/cdph/provdrs/behavioral_health/svcs/2012_mental_healthservices.html,False,3,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/clinical_care_and_more/MentalHealthServicesNovember2013.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/clinical_care_and_more/MentalHealthService2012Update492013.pdf,18,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/ | http://www.mentalhealth.gov/ | http://www.illinoismentalhealthcollaborative.com/ | http://www.namigc.org | http://www.mhai.org/ | http://www.nami.org/ | http://www.mentalhealthamerica.net/ | http://www.illinoismentalhealthcollaborative.com/ | http://www.samhsa.gov/ | http://www.c4chicago.org/ | http://www.thresholds.org/ | http://www.pilsenwellnesscenter.org/ | http://ahschicago.org/ | http://www.chicago.va.gov/ | https://www.mentalhealth.gov/basics/myths-facts/index.html
698,doit,Customer Relationship Management,https://www.cityofchicago.org/content/city/en/depts/doit/provdrs/enterprise_applications/svcs/customer-relationship-management.html,False,0,,0,
699,doit,FMPS (Financial Management and Purchasing Systems) and CHIPPS (Chicago Integrated Personnel and Payroll Systems),https://www.cityofchicago.org/content/city/en/depts/doit/provdrs/enterprise_applications/svcs/fmps--financial-management-and-purchasing-systems--and-chipps--c.html,False,0,,0,
700,doit,Health and Human Services,https://www.cityofchicago.org/content/city/en/depts/doit/provdrs/enterprise_applications/svcs/health-and-human-services.html,False,0,,1,https://www.chicagohan.org/home
701,doit,Inspection & Permitting Initiative (IPI),https://www.cityofchicago.org/content/city/en/depts/doit/provdrs/enterprise_applications/svcs/inspection---permitting-initiative--ipi-.html,False,0,,0,
702,doit,Procurement / Compliance IT,https://www.cityofchicago.org/content/city/en/depts/doit/provdrs/enterprise_applications/svcs/procurement---compliance-it.html,False,0,,0,
703,doit,Revenue IT,https://www.cityofchicago.org/content/city/en/depts/doit/provdrs/enterprise_applications/svcs/revenue-it.html,False,0,,0,
704,doit,Information Security Office Shared Services,https://www.cityofchicago.org/content/city/en/depts/doit/provdrs/security_and_datamanagement/svcs/information-security-office-shared-services.html,False,0,,0,
705,doit,Digital Excellence Initiative,https://www.cityofchicago.org/content/city/en/depts/doit/provdrs/business_developmentmanagementpmo/svcs/digital-excellence-initiative.html,False,0,,1,http://techplan.cityofchicago.org
707,doit,Services,https://www.cityofchicago.org/content/city/en/depts/doit/provdrs/business_developmentmanagementpmo/svcs.html,False,0,,0,
708,cdot,Services,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/bridge/svcs.html,False,0,,0,
709,ethics,2016 - View Non-Required Disclosures to the Board of Ethics,https://www.cityofchicago.org/content/city/en/depts/ethics/provdrs/reg/svcs/vies_non-requireddisclosures211.html,False,30,https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/ReifmanD-011216-Plan-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/MoritaJ-011216-Hlth-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/MoritaJ-011516-Hlth-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/ReifmanD-020516-Plan-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/SilversteinJ-022516-Cncl-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/PoelsterlD-022916-Cncl-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/ReifmanD-031416-Plan-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/BeaudetM-051216-Bldg-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/RheeJ-052016-Proc-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/HarrisT-071916-trans-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/2/HarrisT-071916-trans-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/2/FudalewiczM-081916-cncl-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/BeaudetM-090116-bldg-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/GoodmanJ-092016-cncl-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/2/ReifmanD-100416-plan-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/2/PrenticeA-101116-clerk-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/2/RheeJ-102116-procure-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/2/GayJ-102716-clerk-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/2/GreenT-110116-avia-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/2/HardingT-110216-cncl-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/2/BeaudetM-110316-bldg-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/2/TaliaferroC-111416-cncl-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/3/HanfordE-111916-law-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/3/BeaudetM-112116-bldg-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/3/LapacekM-112116-bacp-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/BeaudetM-121916-bldg-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/AngaroneJ-122016-cncl-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/GoldmanI-122016-cncl-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/BeaudetM-122116-bldg-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/PoelsterlD-122316-cncl-NR.pdf,0,
710,ethics,2015 - View Non-Required Disclosures to the Board of Ethics,https://www.cityofchicago.org/content/city/en/depts/ethics/provdrs/reg/svcs/vies_non-requireddisclosures21.html,False,27,https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2015/CurryN-011215NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2015/AlverioJ-012015NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2015/AlverioJ-012015-2NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2015/DavisF-020915NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2015/Silverstein-021815NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2015/RheeJ-030615NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2015/SmithM-033115NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2015/SmithM-040115NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2015/LaneL-040115NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2015/SampsonJ-040115NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2015/CampbellS-040315NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2015/JohnsonB-040615NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2015/KeysP-040615NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2015/RidgellC-040615NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2015/WilliamsB-042715NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2015/CampanellaM-051415NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2015/Tsakopoulos-CampanellaM-052115NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2015/BeaudetM-061115NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2015/BatorskiC-061715NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2015/LoeffS-061715NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2015/ChandlerJ-071415NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2015/MorenJ-091115NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2015/ReifmanD-091115NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2015/ReillyB-092515-Cncl-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2015/JimenezM-121615-Procure-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2015/GleasonH-122215-Plan-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2015/SledzinskaE-122215-Avia-NR.doc.pdf,0,
711,ethics,2014 - View Non-Required Disclosures to the Board of Ethics,https://www.cityofchicago.org/content/city/en/depts/ethics/provdrs/reg/svcs/vies_non-requireddisclosures2.html,False,24,https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/PlewaA-010314NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/RobbinsD-010314NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/PrideK-010314NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/OConnorM-010714NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/BolandM-010814NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/LeachJ-010814NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/LandM-011714NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/SilversteinD-030714NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/ChoucairB-032614NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/ColonR-050214NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/FerenceA-050514NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/ColemanG-051614NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/StarkA-052814NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2015/LandM-061314NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/PrideK-061914NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/ChoucairB-070714NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/McCarthyG-070714NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/SilversteinJ-072214NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/SledzinskaE-121814NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/SledzinskaE-121914bNR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/SledzinskaE-121914NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/SmithM-122214NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/CroweE-122314NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/Manning-Hardimon-122914NR.pdf,0,
712,ethics,2013 - View Non-Required Disclosures to the Board of Ethics,https://www.cityofchicago.org/content/city/en/depts/ethics/provdrs/reg/svcs/vies_non-requireddisclosures.html,False,26,https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MRich-01072013NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MLaurino-02082013NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/BGoldstein-03082013NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JPope-03132013NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/DRice-03262013NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JCappleman-03272013NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MAccurso-04112013NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/AYsaguirre-042613NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/CSicher-050113NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/EFreidheim-052413NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/GKedzior-061013NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/DPoelsterlNR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/APawar-072313NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/RAndolino-081513NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/RValadez-081613NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/KStojack-082013NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JRhee-082913NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/AKosztya-100313NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MLappe-100813NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/TCratic-101013NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/RAndolino-110513NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/RValadez-111513NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/2014/HigginsB-120913NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/CullertonT-121613NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/KiselevM-122313NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/VoliniM-122713NR.pdf,0,
713,ethics,2012 - View Non-Required Disclosures to the Board of Ethics,https://www.cityofchicago.org/content/city/en/depts/ethics/provdrs/reg/svcs/vies_non-requireddisclosures1.html,False,68,https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/E-Bahrmasel-1-3-12-2.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/S-Berliner-1-3-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/E-Bahrmasel-1-3-12-2.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/M-Angelson-1-4-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/M-Rich-1-27-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/J-Cizner-1-27-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/M-Boone-1-27-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/J-Arena-1-31-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/K-Tamley-2-3-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JerryGabrielatos2-6-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/EmmaRosenberg2-07-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JasmineMagana2-9-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/RahmEmanuel2-15-12-2.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/RosemarieAndolino2-16-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/CatherineIacullo2-27-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JosephPuccini3-8-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MichelleWoods3-9-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JacobRinger3-12-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/EloiseBahrmasel3-12-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/M-Smith-3-15-12.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MicheleSmith-3-21-12-notReq.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/SOGrady-3-26-12-CulturalAdvisoryCouncil-NReq.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JMoreno-3-28-12-Cncl-NReq.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JCizner-4-5-12-Mayor-NReq.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MBoone-4-5-12-CultAff-NReq.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/REdgeworth-4-5-12-Avia-NReq.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/Scott-L-5-2-2012-NReq.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/Tamley-K-5-7-12-NReq.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/RehwinkelC-5-8-12-NReq.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/VoliniM-5-8-12NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/PDowell-5-14-12-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MBoone-5-16-12NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/APawar-5-17-12NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/BGomberg5-17-12NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/SKubly-5-17-12-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/BDunne-5-22-12-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/E-Bahrmasel-6-25-12-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MKier-7-6-12-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MBoone7-13-12-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/REmanuel-7-31-12-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JTolva-08032012-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/KCampbell-8-16-12NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JTolva-09072012-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MBoone-9-13-12NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MSlattery-092112-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MSlattery-092712-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JArena-092712-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MSlowik-092712-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/AHickey-092812-NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MPSlattery-10162012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JMagana10262012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/ETryban-Telser-10312012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JGabrielatos-11152012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/APrentice-11192012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/KWebb-11192012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/DKallenback-11192012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/TLatzke-12052012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/LUnzueta-12132012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MRich-12132012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JCullinan-12142012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/RKrimble-12142012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MAccurso-12172012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/EBahrmasel-12182012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/WPalivos-12192012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/TTunney-12202012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/MRich-12202012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/GLyman-12272012NR.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JRhee-12272012NR.pdf,0,
714,fss,Services,https://www.cityofchicago.org/content/city/en/depts/fss/provdrs/workforce_development/svcs.html,False,0,,0,
718,fin,Tax Fraud,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/tax_division/svcs/reporting_chicagobusinesstaxfraud.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxApplicationandAffidavitForms/ReportingChicagoBusinessTaxFraudForm.pdf,1,http://www.revenue.state.il.us/fraud/
719,dgs,Chicago Riverwalk,https://www.cityofchicago.org/content/city/en/depts/dgs/provdrs/asset_management/svcs/chicago-riverwalk.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/dgs/Riverwalk/Riverwalk_Map_Vendors_20170515.pdf,3,http://www.chicagoriverwalk.us | http://chicagoriverwalk.us | https://www.google.com/maps/dir/30+North+LaSalle+St.%2C+Chicago%2C+IL%2C+60602
720,other,Nature in the City - Environmental Programs,https://www.cityofchicago.org/content/city/en/depts/other/provdrs/cpd/svcs/nature_in_the_city-environmentalprograms.html,False,0,,1,http://www.chicagoparkdistrict.com/nature/?pn=2
722,cdph,Mosquito-Borne Diseases,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/inspections_and_permitting/svcs/report_standing_water.html,False,4,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/Mosquito-Borne-Diseases/Larvicide.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/Mosquito-Borne-Diseases/Zenivex.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/2016_CDPHArbovirusreport_Final_3162017.pdf,16,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/ | https://www.stopzikachicago.org/ | https://www.cdc.gov/chikungunya/index.html | https://www.cdc.gov/dengue/index.html | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | http://www.idph.state.il.us/envhealth/wnv.htm | http://www.cdc.gov/ncidod/dvbid/westnile/index.htm | http://dph.illinois.gov/topics-services/diseases-and-conditions/west-nile-virus | https://www.cdc.gov/westnile/index.html | http://www.cookcountypublichealth.org/ | https://www.nwmadil.com/ | http://sccmad.com/
723,cdph,Report an Elevated Blood Lead Level,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/inspections_and_permitting/svcs/request_a_home_inspection.html,False,2,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/food_env/general/Lead_Poison_Prevention_Program/EH_ElevatedBloodForm.pdf,4,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/
